T (K)	P (MPa)	rhol (kg/m3)	eta (cP)
447.93	0.20000	4.7881	0.010448
447.93	1.0000	28.749	0.010940
447.93	10.000	517.48	0.10602
447.93	25.000	557.14	0.13437
447.93	50.000	595.65	0.17388
447.93	100.00	642.17	0.24861
447.93	150.00	673.34	0.32716
447.93	200.00	697.29	0.41336
447.93	250.00	716.93	0.50923
447.93	300.00	733.66	0.61641
447.93	350.00	748.30	0.73642
447.93	400.00	761.33	0.87085
447.93	450.00	773.11	1.0214
447.93	500.00	783.85	1.1900
447.93	550.00	793.75	1.3788
447.93	600.00	802.93	1.5902
