T (K)	P (MPa)	rhol (kg/m3)	eta (cP)
293.00	1.0000	1356.8	0.18011
293.00	5.0000	1405.6	0.20908
293.00	10.000	1449.2	0.24092
293.00	15.000	1483.1	0.27062
293.00	20.000	1511.3	0.29929
293.00	25.000	1535.6	0.32748
293.00	30.000	1557.1	0.35548
293.00	35.000	1576.4	0.38349
293.00	40.000	1594.1	0.41164
